Name,Likes,Activity,Local,Date,Hour,Weather
Eve,home_activities,Movie Watching,New Patriciamouth,2023-09-25,00:28,Cloudy
Alice,outdoor_activities,Movie Watching,East Amyfurt,2023-10-01,04:45,Snowy
John,physical_activities,Basketball,Lake Kenneth,2023-09-21,11:51,Snowy
Charlie,sports_activities,Hiking ,Reynoldsstad,2023-10-05,03:17,Cloudy
Mallory,extreme_activities,Hiking ,Lake Matthew,2023-10-01,02:29,Rainy
Charlie,sports_activities,Movie Watching,Lake Ericburgh,2023-10-08,02:37,Sunny
Alice,outdoor_activities,Hiking ,West Nicholas,2023-09-24,05:50,Cloudy
Eve,home_activities,Hiking ,Butlerstad,2023-09-19,02:26,Windy
Alice,outdoor_activities,Potluck Dinner,Andersonport,2023-10-04,03:55,Cloudy
Alice,outdoor_activities,Farming Activities,Molinafort,2023-09-20,08:21,Cloudy
Eve,home_activities,Writing,South Carolbury,2023-09-21,08:34,Windy
Doe,night_activities,Stargazing,Jefferyside,2023-10-10,07:35,Sunny
Eve,home_activities,Movie Watching,East Danielle,2023-10-02,23:53,Snowy
Jane,artistic_activities,Knitting,Burnsmouth,2023-09-30,09:19,Snowy
Alice,outdoor_activities,Beach Volleyball,East Michael,2023-09-23,08:49,Windy
John,physical_activities,Walking the dog,South Michelle,2023-09-23,05:31,Cloudy
Mallory,extreme_activities,Kite Flying,Woodland,2023-09-19,13:24,Windy
John,physical_activities,Swimming,Kimberlyview,2023-10-11,07:14,Cloudy
Doe,night_activities,Movie Watching,Port Michael,2023-09-20,03:11,Sunny
Charlie,sports_activities,Kite Flying,Lake Donald,2023-10-09,09:50,Snowy
Bob,water_activities,Whale Watching,Andersonmouth,2023-10-10,06:17,Rainy
Bob,water_activities,Swimming,Fergusonshire,2023-09-23,16:08,Sunny
Alice,outdoor_activities,Charity Work ,Lake Michellebury,2023-10-12,11:23,Windy
Eve,home_activities,Meditation ,Port Davidstad,2023-09-29,18:42,Windy
Doe,night_activities,Hiking ,Port Lindsayview,2023-09-16,09:38,Windy
Doe,night_activities,Stargazing,Lake Dianaside,2023-09-29,21:42,Sunny
Charlie,sports_activities,Bowling,North Laurastad,2023-10-04,10:54,Rainy
Charlie,sports_activities,Fishing ,North Dale,2023-10-07,18:30,Rainy
Charlie,sports_activities,Snowboarding ,East Zacharyburgh,2023-09-20,09:00,Sunny
Doe,night_activities,Walking the dog,Lindahaven,2023-10-07,08:12,Rainy
Mallory,extreme_activities,Snowboarding ,Janetville,2023-10-08,19:23,Sunny
Eve,home_activities,Playing a musical instrument,Jaclynville,2023-09-21,20:48,Cloudy
Mallory,extreme_activities,Rock Climbing ,Port Roberttown,2023-09-17,12:03,Snowy
Alice,outdoor_activities,Chess ,Bergborough,2023-09-19,17:31,Cloudy
Alice,outdoor_activities,Horseback Riding,West Jameshaven,2023-10-08,08:55,Snowy
Jane,artistic_activities,Hiking ,Lake Donnaville,2023-10-11,05:50,Rainy
John,physical_activities,Skiing,West Joseberg,2023-09-18,15:55,Rainy
Mallory,extreme_activities,Archery,East Benjaminport,2023-09-19,07:26,Windy
Mallory,extreme_activities,Surfing,Carlsonport,2023-09-24,18:40,Cloudy
John,physical_activities,Bowling,Port Lisaport,2023-09-16,18:41,Rainy
Eve,home_activities,Potluck Dinner,Lake Sarahberg,2023-09-18,21:26,Sunny
Jane,artistic_activities,Concert Attendance,Catherineville,2023-10-15,07:09,Rainy
John,physical_activities,Soccer,Castillomouth,2023-10-15,16:46,Snowy
Alice,outdoor_activities,Barbecue,Lake Zacharyborough,2023-10-08,11:20,Cloudy
Eve,home_activities,Drawing ,Stonestad,2023-09-21,19:13,Sunny
Jane,artistic_activities,Coffee Tasting ,South Christinemouth,2023-10-06,07:08,Rainy
Alice,outdoor_activities,Hiking ,Jamesside,2023-09-16,21:03,Rainy
Mallory,extreme_activities,Snowboarding ,Keithchester,2023-10-05,15:09,Sunny
Alice,outdoor_activities,Walking the dog,Leeview,2023-09-20,22:16,Rainy
Doe,night_activities,Walking the dog,Brittanystad,2023-09-24,10:59,Cloudy
Doe,night_activities,Walking the dog,Branchside,2023-10-10,05:09,Cloudy
Alice,outdoor_activities,Movie Watching,Maryville,2023-09-19,21:54,Rainy
Charlie,sports_activities,Stargazing,Port Julie,2023-09-20,00:41,Cloudy
Eve,home_activities,Farming Activities,North Susan,2023-09-16,17:00,Sunny
Mallory,extreme_activities,Potluck Dinner,New Taylorhaven,2023-09-30,23:16,Snowy
Alice,outdoor_activities,Stargazing,Margaretborough,2023-10-07,21:59,Snowy
Alice,outdoor_activities,Kayaking,Vanessaville,2023-09-28,06:36,Cloudy
Mallory,extreme_activities,Movie Watching,Greenview,2023-10-05,00:36,Cloudy
Mallory,extreme_activities,Kayaking,Charlesport,2023-10-03,09:01,Snowy
John,physical_activities,Walking the dog,Lake Rogerborough,2023-09-19,01:22,Windy
Alice,outdoor_activities,Stargazing,Richardsburgh,2023-09-18,00:40,Snowy
Alice,outdoor_activities,Picnicking ,Lake Lesliefurt,2023-09-17,10:09,Rainy
John,physical_activities,Ice Skating,Lake Davidborough,2023-10-06,14:42,Cloudy
Charlie,sports_activities,Potluck Dinner,Brownland,2023-10-05,23:48,Sunny
Charlie,sports_activities,Movie Watching,Fisherfurt,2023-10-01,01:55,Sunny
Charlie,sports_activities,Stargazing,North Misty,2023-10-04,03:18,Sunny
Doe,night_activities,Potluck Dinner,Pamelaberg,2023-10-06,15:52,Sunny
Alice,outdoor_activities,Stargazing,Port Rachelborough,2023-10-03,04:43,Cloudy
Alice,outdoor_activities,Zoo Visit,Mosesstad,2023-10-15,09:49,Cloudy
Charlie,sports_activities,Beach Volleyball,Lake Lori,2023-09-20,08:51,Rainy
Mallory,extreme_activities,Archery,New Hayden,2023-09-26,07:22,Snowy
Jane,artistic_activities,Potluck Dinner,Sanchezmouth,2023-10-11,02:36,Snowy
Jane,artistic_activities,Circus Attendance,Patriciaborough,2023-09-16,19:47,Cloudy
Bob,water_activities,Hiking ,West Morgan,2023-09-21,00:53,Snowy
Jane,artistic_activities,Art Class,Petersfurt,2023-10-07,20:01,Snowy
Mallory,extreme_activities,Rafting,North Elizabethtown,2023-09-25,14:51,Windy
John,physical_activities,Baseball,New Conniechester,2023-10-15,18:37,Snowy
John,physical_activities,Hair Salon Visit ,North Brandy,2023-09-24,08:07,Cloudy
Charlie,sports_activities,Tennis,Port Andreaborough,2023-10-10,09:58,Cloudy
Mallory,extreme_activities,Kite Flying,Cookborough,2023-09-17,09:20,Windy
Doe,night_activities,Hiking ,East David,2023-10-07,09:55,Windy
Charlie,sports_activities,Skiing ,Williamsstad,2023-09-27,14:26,Windy
Bob,water_activities,Sauna  ,Meltonfort,2023-09-17,20:09,Cloudy
Bob,water_activities,Hiking ,Briantown,2023-09-25,01:23,Cloudy
Eve,home_activities,Reading ,Joannafort,2023-10-13,10:51,Rainy
Mallory,extreme_activities,Potluck Dinner,Walkerport,2023-10-10,21:01,Sunny
Doe,night_activities,Walking the dog,Lake Regina,2023-10-12,01:31,Sunny
John,physical_activities,Stargazing,Debbieburgh,2023-10-13,03:58,Snowy
Mallory,extreme_activities,Stargazing,Bradstad,2023-09-19,23:48,Snowy
Eve,home_activities,Potluck Dinner,Wilsonshire,2023-10-03,14:25,Sunny
Jane,artistic_activities,Walking the dog,Port Carlchester,2023-09-20,04:30,Sunny
Doe,night_activities,Hiking ,Garciaview,2023-09-25,14:09,Cloudy
Doe,night_activities,Stargazing,Millerside,2023-09-16,05:48,Cloudy
Jane,artistic_activities,Language Learning,West Jessica,2023-09-21,06:52,Snowy
John,physical_activities,Yoga,South Tracyport,2023-09-29,18:15,Cloudy
John,physical_activities,Meditation Retreat ,Ellismouth,2023-09-22,07:35,Sunny
John,physical_activities,Ice Skating,Lake Edwin,2023-09-27,07:48,Windy
Eve,home_activities,Cooking ,Port Davidville,2023-09-20,06:27,Sunny
Mallory,extreme_activities,Snowboarding ,Robinsonview,2023-10-10,07:22,Windy
Alice,outdoor_activities,Hiking ,North Oscar,2023-09-25,00:18,Sunny
Mallory,extreme_activities,Kite Flying,West Seanchester,2023-09-27,13:58,Sunny
Mallory,extreme_activities,Hiking ,Fitzgeraldstad,2023-10-11,22:16,Windy
Eve,home_activities,Potluck Dinner,Angelabury,2023-09-24,05:34,Windy
Charlie,sports_activities,Tennis,Lake Christopher,2023-10-09,09:37,Windy
Doe,night_activities,Walking the dog,New Jason,2023-10-06,12:03,Rainy
Charlie,sports_activities,Movie Watching,Ginaville,2023-09-26,21:47,Snowy
John,physical_activities,Movie Watching,North Amanda,2023-09-17,03:30,Rainy
Alice,outdoor_activities,Chess ,Lisaberg,2023-10-14,18:32,Sunny
Bob,water_activities,Potluck Dinner,South Mary,2023-09-27,05:26,Cloudy
Eve,home_activities,Walking the dog,Lake Dustinville,2023-09-30,21:30,Cloudy
Alice,outdoor_activities,Card Games ,Morrisburgh,2023-09-27,07:42,Sunny
Charlie,sports_activities,Sailing,Patrickview,2023-09-24,06:44,Rainy
Charlie,sports_activities,Sailing,Julieview,2023-09-18,12:17,Snowy
Doe,night_activities,Potluck Dinner,Robertborough,2023-10-01,09:59,Sunny
John,physical_activities,Sauna  ,Jerrystad,2023-10-15,10:40,Windy
Alice,outdoor_activities,Walking the dog,New Justinchester,2023-09-21,03:18,Cloudy
Alice,outdoor_activities,Hiking ,Hernandezshire,2023-10-01,03:37,Sunny
Jane,artistic_activities,Movie Watching,Lisaburgh,2023-10-13,23:24,Cloudy
Mallory,extreme_activities,Surfing,Millerburgh,2023-10-12,09:27,Windy
Alice,outdoor_activities,Stargazing,South Zachary,2023-10-15,21:45,Rainy
Charlie,sports_activities,Snowboarding ,Johnsonfort,2023-10-15,13:00,Rainy
Doe,night_activities,Stargazing,Michaelland,2023-10-02,21:17,Rainy
Eve,home_activities,Singing ,West Steven,2023-10-06,11:40,Rainy
John,physical_activities,Stargazing,New Gary,2023-10-15,04:59,Sunny
Eve,home_activities,Hiking ,Lake Richardfurt,2023-09-25,03:49,Sunny
Charlie,sports_activities,Surfing,North Shaneside,2023-09-21,09:29,Snowy
Mallory,extreme_activities,Hiking ,Port Aaronmouth,2023-09-19,02:30,Rainy
Mallory,extreme_activities,Rock Climbing ,Drakeborough,2023-09-18,11:54,Windy
John,physical_activities,Potluck Dinner,Hammondberg,2023-09-30,22:58,Rainy
Bob,water_activities,Scuba Diving ,East Melindatown,2023-10-03,17:10,Sunny
Bob,water_activities,Sailing,Lake Maria,2023-09-23,17:19,Rainy
Alice,outdoor_activities,Walking the dog,Edwardtown,2023-10-11,23:54,Cloudy
Mallory,extreme_activities,Rock Climbing ,Garymouth,2023-10-08,06:08,Snowy
Alice,outdoor_activities,Volunteering Activities ,Bradleyfurt,2023-10-13,18:54,Cloudy
Doe,night_activities,Movie Watching,New Adamfurt,2023-10-04,23:43,Rainy
Alice,outdoor_activities,Shopping ,Rubenchester,2023-10-10,08:57,Sunny
Doe,night_activities,Walking the dog,Natashachester,2023-10-13,21:08,Cloudy
Charlie,sports_activities,Rafting,Melissaberg,2023-10-01,13:15,Cloudy
John,physical_activities,Basketball,South Darlene,2023-09-23,17:35,Windy
Eve,home_activities,Potluck Dinner,Port William,2023-10-15,04:09,Cloudy
Eve,home_activities,Movie Watching,West Patricia,2023-10-07,00:59,Cloudy
John,physical_activities,Potluck Dinner,West Briana,2023-10-12,04:57,Rainy
Jane,artistic_activities,Movie Watching,New Nancyton,2023-09-30,02:25,Snowy
Alice,outdoor_activities,Stargazing,Maryland,2023-10-09,05:58,Cloudy
Mallory,extreme_activities,Snowboarding ,East Josephchester,2023-10-02,19:02,Cloudy
Charlie,sports_activities,Stargazing,South Cindy,2023-10-05,02:25,Sunny
John,physical_activities,Rock Climbing ,Michaelhaven,2023-10-11,14:56,Sunny
John,physical_activities,Hair Salon Visit ,Jenkinsburgh,2023-09-17,14:17,Snowy
John,physical_activities,Walking the dog,East Isaac,2023-10-10,05:57,Snowy
Doe,night_activities,Stargazing,Tracymouth,2023-09-24,00:59,Windy
Doe,night_activities,Hiking ,Samuelside,2023-09-28,08:13,Sunny
Charlie,sports_activities,Stargazing,Julianland,2023-10-10,22:05,Cloudy
Doe,night_activities,Potluck Dinner,Lake Stacy,2023-10-08,09:06,Snowy
Alice,outdoor_activities,Potluck Dinner,Monicastad,2023-09-20,22:13,Snowy
John,physical_activities,Bowling,Andrewtown,2023-10-12,19:56,Windy
Jane,artistic_activities,Stargazing,Lake Adamberg,2023-10-14,22:55,Cloudy
Jane,artistic_activities,Hiking ,Taylormouth,2023-10-11,05:26,Windy
Bob,water_activities,Whale Watching,Port Amy,2023-10-06,19:09,Rainy
Jane,artistic_activities,Magic Show Attendance,Port Ana,2023-10-08,10:45,Sunny
John,physical_activities,Basketball,South Alicia,2023-10-12,13:54,Snowy
Eve,home_activities,Baking ,East Kevin,2023-10-10,18:50,Sunny
Bob,water_activities,Snorkeling,Gilbertview,2023-10-12,06:41,Cloudy
Alice,outdoor_activities,Movie Watching,East Christopher,2023-09-18,02:41,Sunny
Alice,outdoor_activities,Potluck Dinner,Lake Rogerside,2023-09-27,02:42,Windy
Doe,night_activities,Potluck Dinner,Williamsville,2023-09-16,22:12,Sunny
Jane,artistic_activities,Comedy Show Attendance,Sarahborough,2023-10-15,12:17,Cloudy
John,physical_activities,Hiking ,Angelaton,2023-09-20,02:02,Snowy
Jane,artistic_activities,Reading,Port Kaitlynstad,2023-10-13,16:48,Windy
Alice,outdoor_activities,Canoeing ,West Justin,2023-09-16,17:10,Rainy
Mallory,extreme_activities,Rock Climbing ,Tonyville,2023-09-20,14:31,Rainy
Doe,night_activities,Stargazing,Alvarezfort,2023-10-11,04:50,Snowy
Bob,water_activities,Kayaking,Christianside,2023-10-01,08:47,Cloudy
Doe,night_activities,Movie Watching,Brownburgh,2023-10-03,11:57,Sunny
Bob,water_activities,Hot Spring Bath,Port Laura,2023-09-24,10:38,Sunny
Jane,artistic_activities,Circus Attendance,Christophertown,2023-10-11,07:06,Rainy
John,physical_activities,Running,Stephanieside,2023-09-22,12:18,Windy
Bob,water_activities,Hot Spring Bath,New Stephen,2023-10-15,10:04,Cloudy
Eve,home_activities,Barbecue,Joshuashire,2023-10-04,15:04,Windy
Jane,artistic_activities,Walking the dog,West Donnabury,2023-09-23,21:29,Rainy
Mallory,extreme_activities,Kite Flying,Lake Rodneyburgh,2023-09-26,18:27,Cloudy
Jane,artistic_activities,Potluck Dinner,West Charlene,2023-10-07,03:15,Cloudy
Bob,water_activities,Hiking ,Jonesmouth,2023-10-08,00:59,Sunny
John,physical_activities,Horse Riding ,West Jessica,2023-10-10,08:13,Windy
Mallory,extreme_activities,Stargazing,North Christopher,2023-09-25,23:36,Cloudy
John,physical_activities,Potluck Dinner,North Reneemouth,2023-10-08,01:32,Cloudy
Mallory,extreme_activities,Potluck Dinner,Robertborough,2023-09-24,21:39,Cloudy
Mallory,extreme_activities,Stargazing,Tamaraville,2023-10-15,03:24,Snowy
Charlie,sports_activities,Gym Workout ,North Waynebury,2023-09-17,20:08,Cloudy
Charlie,sports_activities,Basketball,Port Misty,2023-09-25,19:16,Sunny
Doe,night_activities,Walking the dog,Burnsside,2023-10-06,10:18,Snowy
Jane,artistic_activities,Painting,Sethview,2023-10-10,13:17,Cloudy
Bob,water_activities,Kayaking,Gonzalezburgh,2023-09-21,17:31,Rainy
Jane,artistic_activities,Ballet Attendance,Williamsshire,2023-10-12,12:03,Windy
Jane,artistic_activities,Stargazing,Anthonyshire,2023-09-17,00:48,Sunny
Eve,home_activities,Movie Watching,Stevensshire,2023-09-29,21:57,Sunny
Bob,water_activities,Canoeing,Emilyfort,2023-09-21,18:09,Snowy
Charlie,sports_activities,Movie Watching,Michaelmouth,2023-09-23,23:17,Sunny
Mallory,extreme_activities,Snowboarding ,Port James,2023-10-14,17:00,Snowy
Mallory,extreme_activities,Kayaking,New Williamview,2023-09-25,06:26,Windy
Doe,night_activities,Potluck Dinner,New Theresafort,2023-09-19,06:52,Cloudy
Mallory,extreme_activities,Archery,Lukehaven,2023-10-02,08:03,Windy
Charlie,sports_activities,Scuba Diving ,West Jessica,2023-10-10,12:11,Windy
Eve,home_activities,Stargazing,North Robert,2023-09-30,02:01,Cloudy
Doe,night_activities,Hiking ,Jasminville,2023-09-19,18:26,Sunny
Charlie,sports_activities,Sailing,Grantfort,2023-09-19,07:40,Sunny
Mallory,extreme_activities,Walking the dog,North Kimberly,2023-10-02,21:43,Cloudy
Doe,night_activities,Stargazing,Port Charlesside,2023-09-20,03:48,Snowy
Alice,outdoor_activities,Movie Watching,North Debbieview,2023-09-22,23:44,Snowy
Eve,home_activities,Reading ,New Bretthaven,2023-09-26,13:18,Rainy
John,physical_activities,Hiking ,Stephanieton,2023-09-26,21:31,Sunny
Charlie,sports_activities,Bowling,Fraziertown,2023-10-07,18:24,Windy
Charlie,sports_activities,Walking the dog,South Karen,2023-10-03,21:51,Cloudy
Bob,water_activities,Sailing,Michaelchester,2023-09-16,18:31,Cloudy
John,physical_activities,Hiking ,Lake Richard,2023-10-15,03:48,Rainy
Charlie,sports_activities,Fishing ,North Christopherview,2023-09-23,14:02,Cloudy
John,physical_activities,Hiking ,Evansfort,2023-09-20,22:43,Cloudy
Doe,night_activities,Walking the dog,Copelandview,2023-10-12,19:21,Cloudy
Charlie,sports_activities,Basketball,Port Michelleland,2023-09-20,10:42,Rainy
Mallory,extreme_activities,Kite Flying,Jillberg,2023-10-10,14:30,Snowy
John,physical_activities,Walking the dog,West Shawn,2023-09-16,02:49,Sunny
Bob,water_activities,Whale Watching,West Tracy,2023-09-24,19:47,Sunny
John,physical_activities,Hiking ,Lake Jose,2023-09-18,01:54,Cloudy
Bob,water_activities,Canoeing,West Sarah,2023-10-01,18:27,Sunny
Jane,artistic_activities,Potluck Dinner,Erikhaven,2023-10-14,21:45,Snowy
Mallory,extreme_activities,Kayaking,North Johnville,2023-10-10,16:28,Rainy
Eve,home_activities,Reading ,South Paigemouth,2023-10-04,09:25,Snowy
John,physical_activities,Movie Watching,Wilkersonberg,2023-09-19,05:02,Windy
Mallory,extreme_activities,Archery,Harveyfort,2023-10-06,18:32,Windy
Jane,artistic_activities,Hiking ,West Elizabethhaven,2023-10-09,02:48,Snowy
Alice,outdoor_activities,Movie Watching,Justinchester,2023-10-09,00:32,Sunny
John,physical_activities,Bowling,North Nicolefurt,2023-09-18,14:00,Snowy
Eve,home_activities,Singing ,Allisonburgh,2023-09-19,11:33,Cloudy
Eve,home_activities,Movie Watching,Blankenshipshire,2023-10-07,23:09,Sunny
Bob,water_activities,Scuba Diving ,Lake James,2023-10-11,14:39,Rainy
John,physical_activities,Horseback Riding,Longshire,2023-10-01,17:24,Sunny
Charlie,sports_activities,Golfing,Lake Melissa,2023-09-20,10:54,Sunny
Alice,outdoor_activities,Potluck Dinner,Robertton,2023-10-01,22:49,Cloudy
John,physical_activities,Hiking ,Juliaview,2023-10-09,21:48,Snowy
Bob,water_activities,Movie Watching,West Joshuamouth,2023-10-04,02:47,Snowy
John,physical_activities,Horseback Riding,North Stephaniefurt,2023-10-09,15:02,Cloudy
Jane,artistic_activities,Painting,Lake Stephanie,2023-10-05,20:24,Cloudy
Jane,artistic_activities,Walking the dog,East Christybury,2023-09-23,01:49,Cloudy
Charlie,sports_activities,Dancing ,Port Neil,2023-09-26,13:25,Snowy
Eve,home_activities,Potluck Dinner,West Juantown,2023-10-01,13:11,Rainy
Alice,outdoor_activities,Movie Watching,West Kellyfurt,2023-10-02,03:15,Snowy
Doe,night_activities,Potluck Dinner,South Christineburgh,2023-10-02,07:19,Rainy
Doe,night_activities,Hiking ,West Michaelborough,2023-09-30,11:07,Windy
Eve,home_activities,Playing a musical instrument,Dwayneshire,2023-10-01,13:07,Rainy
Bob,water_activities,Kayaking,South Pennyfurt,2023-10-02,20:18,Rainy
Doe,night_activities,Stargazing,East Donaldland,2023-10-06,23:16,Windy
Alice,outdoor_activities,Hiking ,North Marc,2023-10-06,23:21,Snowy
Bob,water_activities,Stargazing,South Bruce,2023-10-07,23:30,Cloudy
Doe,night_activities,Walking the dog,Lake Bryanside,2023-10-01,21:09,Sunny
Jane,artistic_activities,Magic Show Attendance,Kyleshire,2023-09-24,10:39,Cloudy
John,physical_activities,Snowboarding,Maryborough,2023-10-15,14:06,Snowy
Bob,water_activities,Kayaking,Donnaborough,2023-10-11,10:01,Snowy
Eve,home_activities,Potluck Dinner,Victoriaton,2023-09-24,04:55,Sunny
Bob,water_activities,Hot Spring Bath,Jaredfort,2023-09-25,16:49,Snowy
Jane,artistic_activities,Art Gallery Visit,Murphymouth,2023-09-20,19:25,Windy
Mallory,extreme_activities,Skiing ,Staciemouth,2023-10-08,20:42,Cloudy
Jane,artistic_activities,Circus Attendance,New Ann,2023-09-22,15:44,Windy
John,physical_activities,Walking the dog,North Vickieburgh,2023-09-19,02:29,Snowy
